product_id,title,brand,price,description,image_url,features,category
B000K2O1ZI,"Daisy Rock Guitar Strap, White Daisies",Daisy Rock,$25.95,"Adjustable Daisy Rock strap features logo on thick leather end pieces and is 2"" wide. Made of thick nylon webbing. 2"" wide. Adjustable length. Thick white leather end pieces with Daisy Rock logo. <bol...",https://images-na.ssl-images-amazon.com/images/I/419HSTVTD0L.jpg,"Soft, padded Daisy Rock straps provide even more playing comfort.",Musical Instruments
B000K669LS,"D'Addario ECB81S Chromes Bass Guitar Strings, Light, 45-100, Short Scale",D'Addario,$35.95,"D'Addario Chromes Flatwound Bass strings are famed for their smooth feel and warm, mellow tone. The strings are wound using an outer flattened, ""ribbon"" wire which is then polished to a smooth finish....",https://images-na.ssl-images-amazon.com/images/I/517rKeTF9YL.jpg,"Short scale version D'Addario's best selling flatwound bass guitar set | Ribbon wound and polished for ultra-smooth feel and warm, mellow tone | Fits short scale basses with a string scale length of up to 32 inches",Musical Instruments
B000K66A6C,"Evans EMAD2 Clear Bass Drum Head, 20 Inch",Evans,$36.95,"<div class=""aplus""> <div class=""leftImage"" style=""width: 250px;""><div id=""image0""><a href=""https://images-na.ssl-images-amazon.com/images/I/510x0KoKiYL.jpg"" target=""_blank""><img src=""https://images-na...",https://images-na.ssl-images-amazon.com/images/I/41hLcuCAqUL.jpg,"20"" drum head made using two plies of film. An outer ply of 6.5mil and an inner ply of 10mil film | Externally Mounted Adjustable Damping system allows the player to adjust attack and focus | Very versatile head for all music genres; a true working drummer's choice",Musical Instruments
B000K66A12,"D&rsquo;Addario Woodwinds Rico Mouthpiece Saver, Bb Clarinet &amp; Alto Sax (RMP...",D'Addario Woodwinds,$7.62,"Designed to dry out and clean your mouthpiece, mouthpiece savers are simple to use and will help eliminate moisture and keep your mouthpiece in the best and cleanest Condition. Designed to dry out and...",https://images-na.ssl-images-amazon.com/images/I/31HUqGIRofL.jpg,"Individually-sealed offering | Soft, absorbent material | Cleans your mouthpiece",Musical Instruments
B000K67VG0,Audio-Technica PRO 35 Cardioid Condenser Clip-on Instrument Microphone,Audio-Technica,$22.99,"Designed for sax, toms, brass and percussion, the PRO 35 excels in high-SPL applications and is ideal for active stage performances. Its extended frequency response captures subtle nuances of the perf...",https://images-na.ssl-images-amazon.com/images/I/31Nqm7wuGGL.jpg,"UniMount clip permits accurate positioning, provides shock resistance and protects element | Cardioid polar pattern reduces pickup of sounds from the sides and rear, improving isolation of desired sound source | Extended frequency response captures subtle nuances of the performance",Musical Instruments
B000K67UCK,"Planet Waves Joe Satriani Guitar Strap, Souls of Distortion",D'Addario Accessories,$21.99,Planet Waves and guitarist Joe Satriani are pleased to offer the JS Series signature guitar strap collection. The JS strap collection features 8 premium-quality 50mm wide tubular nylon guitar straps f...,https://images-na.ssl-images-amazon.com/images/I/41NLyL0V4pL.jpg,"Unique ""Souls of Distortion"" artwork designed by Joe Satriani | Adjustable from 35"" to 59.5"" long | 50mm wide tubular nylon",Musical Instruments
B000K67VRO,Oasis OH-1 Guitar Humidifier,Oasis,$19.95,Humidifier for Acoustic Instruments,https://images-na.ssl-images-amazon.com/images/I/51B37qwgegL.jpg,You can see when Oasis is ready for refill | Long lasting humidification | Won't leak due to overfilling,Musical Instruments
B000K69V5E,Jim Dunlop MC401 MXR Boost/ Line Driver,JIM DUNLOP,$14.99,MXR CUST AUDIO BOOST,https://images-na.ssl-images-amazon.com/images/I/41QrSPops0L.jpg,"MXR joined forces with Custom Audio Electronics founder Bob Bradshaw to bring you the MC-401 Boost Pedal | Cleans up nicely when you roll back your guitar volume, making it extremely responsive to picking dynamics without thinning your tone | High-quality components provide quiet operation and trouble-free interaction with other pedals on your board",Musical Instruments
B000K67YC6,BBE OptiComp Optical Compressor Guitar and Bass Pedal,BBE Sound,$14.99,"Bassists and guitarists alike can benefit from a quality optical compressor pedal, but basses have a special challenge: massive signal-level spikes compared to guitars. That is why many bassists want ...",https://images-na.ssl-images-amazon.com/images/I/311yiaashjL.jpg,"Studio-Grade optical compression with Output and Threshhold controls. | 1MEG Ohms input impedance for proper pickup loading and 1K Ohms output impedance when engaged. | 1 per cent metal-film resistors for consistency, High-voltage poly caps for better tone and Military-spec circuit board for reliability.",Musical Instruments
B000K6B2DI,"Hosa XVM-110M Right Angle 3.5 mm TRS to XLR3M Microphone Cable, 10 Feet",Hosa,$7.95,"The XVM100M Series cables are great for connecting the stereo output of portable CD Player, Walkman, Camcorder, etc., to a single XLR line input on a mixing console. Sums Left and Right Stereo signals...",https://images-na.ssl-images-amazon.com/images/I/31VIyqMnjXL.jpg,"Are great for connecting the stereo output of portable CD Player, Walkman, Camcorder, etc., to a single XLR line input on a mixing console. | Sums Left and Right Stereo signals to a single mono feed. | <span class=""a-size-base a-color-secondary"">
                Length: 10 ft
            </span>",Musical Instruments
B000K6B4E0,Rapid TDM/6 Clayton Functional Replica Pick Of Destiny 6-Pack Green Medium,Rapid,$5.06,Now you can have your very own official functional replica of the Pick of Destiny! This unique pick has three different edges to play with and is made of Delrin for ultimate strength.,https://images-na.ssl-images-amazon.com/images/I/21889lYT3bL.jpg,Made of Delrin for ultimate strength | Unique shape for a truly unique playing experience | Produces a nice bright tone,Musical Instruments
B000K6B59Y,ART Tube MP Project Series Microphone Preamp,ART,$14.99,"The Tube MP Project Series is a professional quality audio interface that lets you connect microphone, instrument, and line level signals to a mixer or other audio input. This hybrid design is the lat...",https://images-na.ssl-images-amazon.com/images/I/41Xfa3wTnEL.jpg,Professional quality | Hybrid design | Compact and reliable,Musical Instruments
B000K6B13Y,MXR EVH117 Flanger Guitar Effects Pedal,MXR,$34.99,"Everyone knows that it was the MXR Flanger that powered the timeless Van Halen tunes ""Unchained"" and ""And The Cradle Will Rock"". Now you can grab a piece of that world-class tone with the MXR EVH117 F...",https://images-na.ssl-images-amazon.com/images/I/41fgLm9iwlL.jpg,"Original bucket-brigade design | Incredibly controllable parameters | Use the EVH switch for instant ""Unchained"" tone",Musical Instruments
B000KGYAYQ,Behringer Micromix MX400 Ultra Low-Noise 4-Channel Line Mixer,Behringer,$0.91,"<div class=""aplus""> <h4>BEHRINGER MICROMIX MX400</h4> Ultra Low-Noise 4-Channel Line Mixer Despite its ultra-compact size, this 4-channel line mixer is big on features! It yields the highest sonic qua...",https://images-na.ssl-images-amazon.com/images/I/413BwqgdY0L.jpg,Ultra-compact 4-channel line mixer | Highest sonic quality even at maximum output level | Input Level control for each channel,Musical Instruments
B000KHPJD6,"Evans EC Reverse Dot Snare Drum Head, 14 Inch",Evans,$17.59,"A controlled sound but with resonance and sensitivity at all tuning and dynamic ranges, EC Snare head combines two-plies of film (6.5mil external, 10mil internal) with Evan's 'Edge Control' technology...",https://images-na.ssl-images-amazon.com/images/I/41WZOc7H0dL.jpg,"14"" snare batter drum head made using two plies of film. An outer ply of 7mil and an inner ply of 10mil film | Edge Control technology pre-EQs the sound, removing troublesome mid-range overtones that muddy the snare drum's sound | The reverse dot is mounted on the underside of the head for extra durability, focus and attack without getting in the way of brushes",Musical Instruments
B000KI0YXU,"Monoprice 107169 6.35-mm Stereo Plug to 3.5mm Stereo Jack Adaptor, Gold Plated",Monoprice,$4.39,Metal 6. 35mm (1/4 Inch) Stereo Plug (male) to 3. 5mm Stereo Jack (female) Adaptor - Gold Plated. Item received may not match photo or specs shown. It is manufactured from China,https://images-na.ssl-images-amazon.com/images/I/41qB59NXxxL.jpg,Metal 6. 35mm (1/4 Inch) Stereo Plug (male) to 3. 5mm Stereo Jack (female) Adaptor - Gold Plated | Item received may not match photo or specs shown | It is manufactured from China,Musical Instruments
B000KIPD5E,Behringer AB100 Instrument/Amplifier Selector,Behringer,N/A,"<div class=""aplus""> <h4>BEHRINGER GUITAR/AMP SELECTOR AB100</h4> Universal 2-Mode A/B Footswitch When you need to switch between amps or instruments during a live performance, let the INSTRUMENT/AMP S...",https://images-na.ssl-images-amazon.com/images/I/41iKb7UWoaL.jpg,"Ultra-flexible 2-mode selector to switch instruments, amplifiers, effects, etc. | Easily switch between two input signals to one output or vice-versa (e.g. switch between two guitars using one amplifier or two amplifiers with one guitar) | Status LED for effect on/off and battery check",Musical Instruments
B000KIPT26,Behringer FBQ2496 Professional Automatic and Ultra-Fast Feedback Destroyer/Param...,Behringer,$34.99,"<div class=""aplus""> <h4>BEHRINGER FEEDBACK DESTROYER PRO FBQ2496</h4> Automatic and Ultra-Fast Feedback Destroyer/Parametric EQ with 40 FBQ Filters and 96 kHz Audio Performance The FBQ2496 Feedback De...",https://images-na.ssl-images-amazon.com/images/I/21iAOzs444L.jpg,"Ultra-high performance 2-channel 24-bit/96 kHz Feedback Destroyer and Parametric EQ | Automatically and ""intelligently"" locates and destroys up to 40 feedback frequencies | Ultra-narrow FBQ filters for extremely effective feedback suppression, while keeping highest sonic quality",Musical Instruments
B000KIPTE4,Behringer Vintage Phaser VP1 Authentic Vintage-Style Phase Shifter Instrument Ef...,Behringer,$7.99,"<div class=""aplus""> <h4>BEHRINGER VP1</h4> Authentic Vintage-Style Phase Shifter Authentic and classic three dimensional phase shifting - from rapid rotary speaker to impressive jet plane effects! Thi...",https://images-na.ssl-images-amazon.com/images/I/51Za69L%2BvML.jpg,Authentic and classic three dimensional phase shiftingfrom rapid rotary speaker to impressive jet plane effects | This BEHRINGER product has been designed to compete head to head with leading products on the market | Dedicated Rate control and separate Color switch for fine-tuning of effects speed and tone,Musical Instruments
B000KIRT6A,Behringer EQ700 Ultimate 7-Band Graphic Equalizer,Behringer,$0.91,7-band EQ Pedal for Electric and Acoustic-electric Guitars,https://images-na.ssl-images-amazon.com/images/I/51NNhKegP4L.jpg,Shape your sound and eliminate feedback with 7 bands of equalization | This BEHRINGER product has been designed to compete head to head with leading products on the market | Wide frequency range from 100 Hz to 6.4 kHz with a powerful 15 dB boost/cut per band,Musical Instruments
B000KIRT9C,Behringer BEQ700 Ultimate 7-Band Bass Graphic Equalizer,Behringer,$0.91," Ultimate 7-Band Graphic Equalizer Do you find it hard to get the perfect sound from your bass? Maybe your bass seems to virtually disappear in some rooms; then again, it feels like a runaway locomoti...",https://images-na.ssl-images-amazon.com/images/I/51vhQkQlqxL.jpg,Shape your sound and eliminate feedback with 7 bands of equalization | This BEHRINGER product has been designed to compete head to head with leading products on the market | Wide frequency range from 50 Hz to 10 kHz with a powerful 15 dB boost/cut per band,Musical Instruments
B000KIRT74,Behringer TO800 Vintage Tube-Sound Overdrive Instrument Effects Pedal,Behringer,$24.99,"<div class=""aplus""> <h4>BEHRINGER VINTAGE TUBE OVERDRIVE TO800 </h4> Vintage Tube-Sound Overdrive Effects Pedal The classic sound of blazing, overdriven vacuum tubes never goes out of style. This soun...",https://images-na.ssl-images-amazon.com/images/I/41rMPWDl41L.jpg,"Get vintage overdrive, smooth sustain and screaming fat tone | Uses original 4558 IC plus MA150 distortion diodes for authentic vintage sound | Captures every nuance of your playing from smooth overdrive to screaming tube sounds",Musical Instruments
B000KIPUQG,Behringer V-Tone Bass Driver DI BDI21 Bass Amp Modeler/Direct Recording Preamp/D...,Behringer,$7.99, Bass Amp Modeler/Direct Recording Preamp/DI Box There are DI boxes...and then there's the V-TONE BASS BDI21 - the feature-packed analog DI box built especially for bass. The BDI21 combines the featur...,https://images-na.ssl-images-amazon.com/images/I/41lR0gTek-L.jpg,"Analog modeling bass preamp/stompbox with DI recording output | This BEHRINGER product has been designed to compete head to head with leading products on the market | Authentic V-TONE modeling technology capable of dialing up big vintage tube tones, funky slap sounds, crunchy distortions and all in between",Musical Instruments
B000KIRT38,Behringer Hellbabe HB01 Ultimate Wah-Wah Pedal with Optical Control,Behringer,$7.99,"<div class=""aplus""> <h4>BEHRINGER HELLBABE HB01</h4> Ultimate Wah-Wah Pedal with Optical Control The HELL-BABE HB01 is unlike any wah you've ever stepped on, offering a tremendous array of tone-sculpt...",https://images-na.ssl-images-amazon.com/images/I/41zN-vEUbfL.jpg,Multi-functional Wah-Wah pedaloffers everything you need for all styles and sounds | This BEHRINGER product has been designed to compete head to head with leading products on the market | Total optical control for wear-and-tear-free pedal operation (no mechanical pots and switches),Musical Instruments
B000KITQK2,Behringer V-Tone Acoustic Driver DI ADI21 Amp Modeler/Direct Recording Preamp/DI...,Behringer,$7.99,"NOTE :AC Adapter must be 9V DC, 100mA minimum, 2.2 mm plug with negative tip and positive sleeve. Acoustic Amp Modeler / Direct Recording Preamp/DI box",https://images-na.ssl-images-amazon.com/images/I/51tge9wvC5L.jpg,"Analog modeling acoustic guitar preamp/stompbox with DI recording output | This BEHRINGER product has been designed to compete head to head with leading products on the market | Authentic tube/microphone modeling circuitry provides the natural warmth and presence, as if your acoustic guitar was miked through a tube pre-amp",Musical Instruments
B000KITQKM,BEHRINGER PREAMP/BOOSTER PB100,Behringer,N/A,"<div class=""aplus""> <h4>BEHRINGER PREAMP/BOOSTER PB100 </h4> Preamplifier/Volume Booster Boost a solo, power up your piezo pickups or send your tube amp into overdrive with the PREAMP BOOSTER PB100. N...",https://images-na.ssl-images-amazon.com/images/I/41KTiLxWFBL.jpg,"Boost the volume and shape the sound of any instrument. Boost up piezo pickups to match regular amplifier inputs | Status LED for effect on/off and battery check | Dedicated Gain, Bass and Treble controls for awesome sound shaping",Musical Instruments
B000KUA8EI,Behringer C-3 Professional Large Dual-Diaphragm Studio Condenser Microphone,Behringer,$17.84,"<div class=""aplus""> <h4>BEHRINGER STUDIO CONDENSER MICROPHONE C-3</h4> Dual-Diaphragm Studio Condenser Microphone The C-3 is a home recording enthusiast's dream come true. This professional-quality co...",https://images-na.ssl-images-amazon.com/images/I/41IuBRz7uDL.jpg,"Professional large dual-diaphragm condenser microphone for studio recording and live applications | Ideal as main and support microphone for studio and live applications | Selectable cardioid, omnidirectional or figure eight pickup pattern",Musical Instruments
B000KUA8G6,Behringer Ultra-DI DI400P Professional High-Performance Passive DI-Box,Behringer,$0.91,"Compact Direct Box with Parallel 1/4"" TRS I/O, XLR Output, and Ground Lift Switch",https://images-na.ssl-images-amazon.com/images/I/414veu%2B2FtL.jpg,N/A | Professional and multi-purpose direct injection box for stage and studio applications | Provides impedance and signal matching for the direct connection of instruments to mixers and amplifiers,Musical Instruments
B000KUENNU,Behringer MIC800 Microphone Modeling Preamp,Behringer,N/A,"<div class=""aplus""> <h4>BEHRINGER MINIMIC MIC800</h4> Ultra-Compact Microphone Modeling Preamp Tubes can really warm up a signal fast, giving it depth and character. Thanks to digital VTC technology, ...",https://images-na.ssl-images-amazon.com/images/I/41u7MX-RAYL.jpg,"Ultra-compact 9.5 microphone modeling preamp for studio and stage applications | High-end preamplifier for all microphone, instrument and line-level sources. Perfectly complements studio-grade condenser mics | Ultra-flexible Preamp Modeling allows you to quickly optimize your recordings",Musical Instruments
B000KUCQXY,Behringer MicroMON MA400 Ultra-Compact Monitor Headphone Amplifier,Behringer,$0.91," Ultra-Compact Monitor Headphone Amplifier The ultra-compact MICROMON MA400 is the ideal personal monitor mixer for the performer who always asks for ""more me."" The MA400 features XLR THRU jacks and p...",https://images-na.ssl-images-amazon.com/images/I/41icGDkzUML.jpg,Ultra-compact monitor headphone amplifier for studio and stage applications | Personal ''more me'' mixer  mix a mic plus a monitor signal and hear them via headphones | Flexible Mic In and Mic Through connectors plus Ground Lift switch,Musical Instruments
B000KUD2G4,Behringer MicroHD HD400 Ultra-Compact 2-Channel Hum Destroyer,Behringer,$30.99,"<div class=""aplus""> <h4>BEHRINGER MICROHD HD400</h4> Ultra-Compact 2-Channel Hum Destroyer Whether you're recording or performing, it's important to keep AC hum out of the mix. No matter the quality o...",https://images-na.ssl-images-amazon.com/images/I/310Wo4Y73NL.jpg,"Removes AC hum and noise - fast, easy and reliable | Breaks ground loops safely, while keeping highest sonic quality | 2 independent channels for 2 mono or 1 stereo signal",Musical Instruments
B000KW2YEI,Behringer U-Control UCA202 Ultra-Low Latency 2 In/2 Out USB Audio Interface with...,Behringer,$7.99,"<div class=""aplus""> <h4>BEHRINGER U-CONTROL UCA202</h4> Ultra-Low Latency 2 In/2 Out USB/Audio Interface with Digital Output The UCA202 provides two analog mono inputs and outputs (for monitoring), US...",https://images-na.ssl-images-amazon.com/images/I/41wo-neAgYL.jpg,"N/A | Made in USA or Imported | Ultra-flexible audio interface connects your instruments, mixer, etc. with your computer for recording and playback",Musical Instruments
B000L01SRI,"ViolinSmart Full Size 4/4 Electric Violin Set, Black",ViolinSmart,$14.99,Complete Electric Violin package with Bow + Soft Shell Case + Earphones + Rosin + Amp Cable + 9V Battery.,https://images-na.ssl-images-amazon.com/images/I/41w5V592XrL.jpg,Full Size 4/4 Electric Silent Violin | 9 Volt battery advance amplifier (Other seller might be selling the low end 3 volt amplifier using AA battery) | Great for beginners,Musical Instruments
B000L6GD04,Fender Locking Tuners - Polished Chrome,Fender,$51.33,Locking Tuners Chrome,https://images-na.ssl-images-amazon.com/images/I/21o8lBdPIDL.jpg,,Musical Instruments
B000L7MNUM,"Mighty Bright 50810 Duet Music Light, Black",Mighty Bright,$19.99,"The Duet LED Music Light garners praise from musicians, FOH mixers, and systems techs  its that good. This is the must-have music stand light for low-light, high-intensity situations, when you have to...",https://images-na.ssl-images-amazon.com/images/I/410t-6ZPteL.jpg,Professional music stand light with double the brightness | Lights more than two pages of sheet music | Does NOT include AC adapter or input for external power. Uses Battery Power - 3 AAA Batteries Only,Musical Instruments
B000LAT0AK,BEHRINGER ULTRACOUSTIC ACX450,Behringer,$55.08,"BEHRINGER ULTRACOUSTIC ACX450: True Analog Modeling 2 x 60-Watt Stereo Guitar Amplifier with 2 Independent Channels, each Featuring 27 Modeled Sounds, FX Processor, Tuner and MIDI Control. Powerful 2 ...",https://images-na.ssl-images-amazon.com/images/I/61PwkHC9ZPL.jpg,"Powerful 45-Watt, 2-channel amplifier for acoustic instruments and vocals | Original 8"" BUGERA dual-cone speaker for ultimate sound reproduction | 2 integrated digital FX processors each with 16 awesome effects programs including reverb, modulation, delay, and various effects combinations",Musical Instruments
B000LFCXL8,Seiko SQ50-V Quartz Metronome,Seiko,$24.23,Quartz metronome,https://images-na.ssl-images-amazon.com/images/I/4121QENup7L.jpg,Our Most Basic Quartz Metronome. | Choice of 2 Types of Tempo & Beat Sounds. | Large Led for Highly Visual Tempo Indicator.,Musical Instruments
B000LGA2K6,Zoom H4 Handy Recorder,Zoom,N/A,"  Whether you're recording a live performance, a podcast, a class or workshop, a rehearsal, a songwriting session or even a sizzling performance of your band, the H4 has more recording tools available...",https://images-na.ssl-images-amazon.com/images/I/41G79Uj%2BqlL.jpg,"Metronome: 5 sounds (Beat: 0/4 - 8/4, 6/8, Tempo: 40.0 - 250.0BPM) | A/D Conversion: 24bit, 128times oversampling | D/A Conversion: 24bit, 128times oversampling",Musical Instruments
B000LIEPDE,WITTNER Violin (316-4/4,Wittner,$0.91,"Made of space-age composite material, light Alloy Tailpiece . Includes a Wittner nylon tail gut - tail cord. Manufactured in Germany.",https://images-na.ssl-images-amazon.com/images/I/31Tkq4R-xdL.jpg,"Made of space-age composite material, light Alloy Tailpiece | Includes a Wittner nylon tail gut - tail cord | Manufactured in Germany",Musical Instruments
B000LNC0DQ,Boss Micro BR Digital Multitrack Recorder,Boss,N/A,"Meet the ultimate palmtop guitar companion and recording studio. Only slightly larger than an iPod, the tiny-yet-powerful Micro BR is a dream for musicians on the go. The Micro BR offers four simultan...",https://images-na.ssl-images-amazon.com/images/I/4162SOhur0L.jpg,"Ultra portable, only slightly larger than an iPod. 4-track playback, 32 V-Tracks. | Loads and plays MP3 files. Multi-effects onboard; dedicated guitar input. | Time-Stretch and Center Cancel features (including MP3 files).",Musical Instruments
B000LP9L36,Performance Plus GS1B Electric or Acoustic Black Guitar Strap Including Ties for...,Performance Plus,$7.88,"Performance Plus Guitar Strap is designed for use with electric, acoustic steel string, folk, student, 12 strings and bass guitars. Made of the same quality ballistic poly woven nylon used in your car...",https://images-na.ssl-images-amazon.com/images/I/51A9VBk3-jL.jpg,"Deluxe Black Ballistic Poly-web Nylon Guitar Strap will not stretch or bleed | Includes neck security tie cord for Acoustic instruments. Fits most acoustic, electric or bass guitar, resonators and mandolins. | Adjustable no mar nylon buckle allows lengths up to almost 4 1/2 feet. Can be personalized to your comfort level ranging from 34"" to 53 (fits guitar players from 4 8"" to 64)",Musical Instruments
B000LPNRQ8,Gator Cases Hard-Shell Wood Case for 6 or 12 String Acoustic Dreadnought Guitars...,Gator,$89.99,The Gator Cases GWE Series of wooden guitar cases combine great protection with affordability. The durable plywood construction of the GWE series guitar case has a Tolex covering that provides protect...,https://images-na.ssl-images-amazon.com/images/I/410shBZfyLL.jpg,"Fits popular models of 6 string and 12 string acoustic guitars made by manufacturers such as Gibson, Fender, Yamaha, Epiphone, Takamine, Washburn and many others | Interior Dimensions: Body Length: 22.5 Body Height: 5.5 Lower Bout Width: 16.88 Middle Bout Width: 13.13 Upper Bout Width: 13.63 Overall Length: 43.5 | Ultradurable archtopped plywood construction with Black Tolex PVC covering stands up to years of use and abuse",Musical Instruments
B000LPOSDY,Gator Cases Lightweight Polyfoam Guitar Case for Jumbo Style Acoustic Guitars; (...,Gator,$10.12,Perfect cross between hard case &amp; gig bag Lightweight jumbo case Exterior is covered with 600-Denier ballistic material Internally constructed of dense EPS foam Interior is covered in soft plush w...,https://images-na.ssl-images-amazon.com/images/I/41VwND7%2B50L.jpg,"Hybrid style case designed to fit Jumbo-Style Acoustic Guitars | Rugged Nylon exterior with dense EPS foam core and plush lining | Interior storage compartment and zippered outer pocket offer secure hideaways for capos, strings, picks, and accessories",Musical Instruments
B000LPOWTO,Gator Cases Hard-Shell Wood Case for Electric Bass Guitars; Fits Fender Precisio...,Gator,$8.65,"Strike the perfect balance between price and protection with this HardShell Wood Case for Bass Guitars. Lightweight, ultraslim, and built to withstand daily wear and tear, this is the perfect carrying...",https://images-na.ssl-images-amazon.com/images/I/41bS8gunbzL.jpg,"Fits Most Electric Bass Guitars | Ultradurable plywood construction with Black Tolex PVC covering stands up to years of use and abuse | Ergonomic handle offers a comfortable grip, perfectly balancing the weight of your instrument",Musical Instruments
B000LPP6XU,"Fender Vintage Strat Pickup Cover Set, Black",Fender,$9.37,"Pickup Cover, Stratocaster (Black-Set of 3)",https://images-na.ssl-images-amazon.com/images/I/41zmJLs3-JL.jpg,Genuine Fender Replacement Part | High Quality | Durable,Musical Instruments
B000LPSODY,"Fender Stratocaster Tremolo Arm Tips, Black (2)",Fender,$9.79,Genuine Fender Stratocaster tremolo arm tip. Made for Fender and used on a variety of vintage and contemporary models. Each package includes two plastic tremolo tips. Parchment (0056250000) contains o...,https://images-na.ssl-images-amazon.com/images/I/41Z2irx%2BOWL.jpg,Genuine Fender Stratocaster tremolo arm tip | Made for Fender and used on a variety of vintage and contemporary models | Each package includes two plastic tremolo tips,Musical Instruments
B000LPUV8K,Martin Acoustic Guitar Bridge/End Pin Set Ebony with Paua Pearl Inlays,Martin,$25.99,"C.F. Martin Bridge & Endpin, Ebony with Pearl inlay",https://images-na.ssl-images-amazon.com/images/I/31MSxYPzOVL.jpg,Same Pins Used on Martin Guitars | Ideal for Any Acoustic Guitar | Includes Seven Bridge Pins and One End Pin,Musical Instruments
B000LQ0QJS,"Behringer Ultratone K3000fx Ultra-Flexible 300-Watt, 4-Channel Pa System/Keyboar...",Behringer,N/A,"<div class=""aplus""> <h4>BEHRINGER ULTRATONE K3000FX</h4> Ultra-Flexible 300-Watt 4-Channel PA System / Keyboard Amplifier with FX and FBQ Feedback Detection The ULTRATONE K3000FX specializes in clean,...",https://images-na.ssl-images-amazon.com/images/I/610%2B5Y%2BcHxL.jpg,Ultra-flexible 300-Watt 4-channel PA System / Keyboard Amplifier | Powerful 15' BUGERA woofer and custom-made 1' driver for ultimate sound reproduction | Revolutionary FBQ Feedback Detection System instantly reveals critical frequencies,Musical Instruments
B000LQ5XW8,BEHRINGER ULTRABASS BX4500H,Behringer,N/A,BEHRINGER ULTRABASS BX4500H: 450-Watt Bass Amplifier Head with Ultrabass Processor and Shape Filter. Extremely powerful 450-Watt bass amplifier head. Dynamizer technology for ultimate punch and to cap...,https://images-na.ssl-images-amazon.com/images/I/41zMXqiypXL.jpg,Extremely powerful 450-Watt bass amplifier head | Dynamizer technology for ultimate punch and to capture every nuance of your playing | Switchable Ultrabass subharmonics processor for unbelievable low-end power,Musical Instruments
B000LQ29XE,BEHRINGER ULTRATONE K900FX,Behringer,$55.09,"<div class=""aplus""> <h4>BEHRINGER ULTRATONE K900FX</h4> Ultra-Flexible 90-Watt 3-Channel PA System / Keyboard Amplifier with FX and FBQ Feedback Detection The ULTRATONE K900FX specializes in clean, po...",https://images-na.ssl-images-amazon.com/images/I/619BPmvfZ5L.jpg,"Ultra-flexible 90-Watt 3-channel PA System / Keyboard Amplifier | Powerful 12'' BUGERA woofer and custom-made 1'' driver for ultimate sound reproduction | Integrated digital FX processor with 100 awesome presets including reverb, chorus, flanger, delay, pitch shifter and various multi-effects",Musical Instruments
B000LQLDM2,Samson SP01 Spider Microphone Shockmount,Samson Technologies,$24.99,"Shockmount for Samson's C01, C03, and CL7 Condenser Mics",https://images-na.ssl-images-amazon.com/images/I/41Fcruy73aL.jpg,"For Samson's C01 condenser mic | Spider shockmount | Isolates mic from physical vibration, floor, and stand noise",Musical Instruments
B000M74WXM,Music Book Clip or Page Holder,Chesbro Music,$6.43,SOLUTION PAGE HOLDER (EA) 234532 9400 6515 Title: SOLUTION PAGE HOLDER Product Number: 9400 UPC Number: 633076106514,https://images-na.ssl-images-amazon.com/images/I/31Zf5Cq5V0L.jpg,"Holds pages open making large books easier to read. | Strong durable metal construction. | Music Book Clip or Page Holder 06515 06515,music great sturdy",Musical Instruments
B000MCKAU6,Dual Waterproof Outdoor Speaker System - 3.5 Inch Pair of Weatherproof Wall/Ceil...,Pyle,$2.00,"These black Pyle indoor/outdoor waterproof speakers are excellent for use on boats, decks, patios, or by the pool - anywhere outdoors. They're completely waterproof, thanks to the heavy duty ASB const...",https://images-na.ssl-images-amazon.com/images/I/511bswunqiL.jpg,"AMPLIFY YOUR HOME: Pyles 300W dual indoor outdoor wall mount speaker system is what you need to listen to high-quality audio in your home, backyard, pool or patio outside! Includes (2) 3.5 4ohm indoor outdoor mountable speakers | QUICK-CONNECT TERMINALS: The weatherproof integrated loud speaker system features a capacitor crossover network that separates 2 channels for a discretely brilliant sound. Connect wires easily using the quick connect / disconnect speaker terminals | PROTECTED FROM ELEMENTS: The mountable speakers feature removable rustproof speaker grill which keeps it corrosion-free and sound distortion-free. It has a marine grade waterproof construction making it safe to use in places w/ heavy water splashes",Musical Instruments
B000MFK1ZW,"Evans G2 Tompack, Clear, Fusion (10 inch, 12 inch, 14 inch)",Evans,$28.95,"Standard Drum Head Pack with 10"", 12"", and 14"" Drum Heads, and 7mil 2-ply Construction for Durability and Attack - Clear",https://images-na.ssl-images-amazon.com/images/I/514lfB7blnL.jpg,"Fusion Tom Pack (10"",12"", 14"") drum heads made using two plies of 7mil film | Two plies offer consistency and durability for longer playing time | Very versatile head for all music genre applications, a true working drummer's choice",Musical Instruments
B000MG5VBA,Boss RC-2 Loop Station,Boss,N/A,"Record, loop, and layer easily with hythm Guide, Auto Start, Tap Tempo, Loop Quantize, and Undo/Redo. Friendly, familiar Boss layout is clearly labeled with no hidden menus or commands. Up to 16 minut...",https://images-na.ssl-images-amazon.com/images/I/51RJ5Qs5%2BZL.jpg,"Up to 16 minutes of record time Loop quantize for perfect loop timing Realistic guide-tone drum patterns built in Easy, logical overdubbing and navigation Undo / Redo function 11 phrases can be stored and recalled Aux input to capture phrases from external audio device External pedal input (stop/tempo) Record, layer, loop, &amp; store",Musical Instruments
